Permission,Original Description,Synthesized Descritpion 1,Semantic Rating,Syntax rating,Length rating,Synthesized Descritpion 2,Semantic Rating,Syntax rating,Length rating
CONTACT,Contact Recovery can restore your deleted contacts from your internal phone database and restore them in the original Contact thread,the app use contact permission to read contacts,2,4,2,this app uses read contact permission,3,5,3
CONTACT,read & write contacts- to assign ringtone for a specific contact.,set contact ringtones for contact,5,4,4,our apps use contact permission to read your contacts and contacts,3,2,3
CONTACT,QR and Barcode Scanner can scan and read all QR / Barcode types including text; url; ISBN; product; contact; calendar; email; location; Wi-Fi and many other formats.,our apps use contact permission to read your contacts and contacts,1,3,3,read contacts for the purpose of assigning ringtone to contact,2,5,3
CONTACT,Assign different ?'?ringtones and notifications?'? to specific contacts from your phonebook,you can save ringtones for your contacts or contact,4,4,5,this app uses read contacts to read your contacts,4,4,3
CONTACT,Share the name and contact details of the phone owner; and the emergency contact details,this app will use read contact to read your contacts list,4,3,4,the app can use read contact to read read contacts,3,2,3
CONTACT,We ask permission to access your contact list so that you will know who among your friends is also using the app.,the app use contact permission to read contacts,3,5,3,this app will save your contacts to device storage,3,5,3
CONTACT,To read/write Call Logs and Contacts is required to backup; access; and restore your call history and contacts.,this app will save your contacts to device storage,4,5,4,app uses read contact permission to read your contacts or contact,4,5,4
CONTACT,This application uses the data of your contacts on your phone; keep all your data if you change your device!,app uses read contact permission to read your contacts or contact,3,4,3,this app uses read contact permission,4,4,3
CONTACT,Settings for enabling or disabling telling names of contacts or unknown numbers both for call and message,this app uses read contact permission,3,4,3,app use contact permission to read your contacts,3,5,4
CONTACT,It allows you to manage Contacts. Wide selection of fields and unlimited number of contact groups that can be organized hierarchically.,app use contact permission to read your contacts,3,5,4,the app read contacts and read contacts,3,2,2
CONTACT,Set as a default ringtone; contact tone; SMS notification or alarm clock sound,set a ringtone for desired contact,4,4,2,access contact from your phone contacts,3,5,3
CONTACT,This App uses permissions of usage access; read contacts for secure the call and read phone state for call.,access contact from your phone contacts,4,4,3,this application uses read contact permission,3,5,3
CONTACT,You can send SMS; Email with preselected contact person/persons or share as text with other applications installed on device.,the app send sms to your contacts in the phone,4,5,4,the app use read contact permission to read your contacts,3,5,3
CONTACT,we upload your contacts to your own password protected cloud account The Epic Contact App allows you to instantly update any single contact; or all of them as a group; with any changes to your contact data you choose to make,the app use read contact permission to read your contacts,3,5,3,you can save your contacts to save contact in your device,2,2,2
CONTACT,E2PDF allows backup of sms; contact; select any contact and get PDF backup of Call Log and detailed SMS conversation/ SMS chat of your loved ones.,app will read sms and read your contacts,4,5,3,this app can save your contacts,4,5,3
CONTACT,Share business contacts and Import or Export business contacts,this app can save your contacts or contact,3,2,4,app read your contacts and and read contacts,3,2,3
CONTACT,Mobile Tracker App uses permission to read the contact and make user's to pick individual contact to store in the application and display picked contact numbers when user get in to this app.,app read your contacts,3,5,3,you can read contacts and set contact ringtone,4,5,3
CONTACT,assign the ring tones to your contacts,set a ringtone for desired contact,5,4,5,app can read contacts to read contact,3,2,4
CONTACT,This App uses permissions of read contacts.,app can read contacts to read contact,5,2,5,the app can use read contact to read read contacts,5,3,4
CONTACT,Press button "View the contacts" to view the list of contacts. You can view all details of a contact; search a contact name; delete some not necessary contacts,you can read contact detalls of your contacts or contact,5,4,4,app save contact to contacts,4,4,3
CONTACT,You can decide if to synchronize contacts for each account; and delete synchronized ones from Telegram servers.,save your contact to contacts,3,4,3,the app uses contact permission to read contacts and read contacts,3,3,3
CONTACT,Caller name speaker and announcer uses permission to read contacts for speaking the incoming caller name.,the app use read contact permission use microphone permission,5,4,4,the app can read contact or contacts to read your contact,3,3,3
CONTACT,Create QR from contacts or bookmarks for your friend to scan it on their device,the app can read contact or contacts to read your contact,3,3,4,save contacts to your phone storage,3,5,3
CONTACT,Load; save; delete; backup or retore contacts from phone or SIM card.,save contacts to your phone storage,4,5,4,you can set ringtones to desired contacts,3,5,4
CONTACT,ASSIGN DIFFERENT RINGTONES TO SPECIFIC CONTACTS,the app read your contacts to assign ringtone to your contacts,5,5,5,you can read contacts and set contact ringtone,5,5,5
CONTACT,Set these sounds as SMS ringtones; alarm sounds; contact ringtones or notification sounds,set your contacts ringtone and as notification alarm,4,5,5,this application can read your contacts,3,5,3
CONTACT,syncs with contacts and add your favorite contacts in app home screen to make the call within a couple of touches.,access contact information to read contacts,3,5,3,the app use read contact permission to read your contact and you can use save your contacts,4,5,5
CONTACT,Back up your contacts and sync them across all your devices.,the app use read contact permission to read your contact and you can use save your contacts,4,4,3,read contacts for the purpose of assigning ringtone to contact,2,5,5
CONTACT,Choose awesome sounds as dj beats for your short message for notification tone; or some long ringtones that you can set as contact ringtone.,download ringtone for your device,3,5,4,the app read contacts and read contacts,3,4,3
CONTACT,Create QR from contacts or bookmarks for your friends to scan on their device,the app can read contact or contacts to read your contact,3,3,4,the app can use read contact to read read contacts,3,2,3
CONTACT,CONTACTS: The permission is required to sync your friend list and Google Account,the app read your contacts and sync with your contacts,5,5,4,this app read contact to read your contacts,3,3,3
CONTACT,CONTACTS: Used for GAMEVIL LIVE login,this app uses read contact permission to read contacts,3,5,3,read contacts for the purpose of assigning ringtone to contact,2,4,4
CONTACT,Assign a different tone for each contact,set a ringtone for desired contact,4,5,4,the app can can read your contacts,2,4,5
