Permission,Original Description,DecribeCtx-Ctx Descritpion,Semantic Rating,Syntax rating,Length rating,DecribeCtx Descritpion,Semantic Rating,Syntax rating,Length rating,Code2Vec Descritpion,Semantic Rating,Syntax rating,Length rating
CONTACT,To read/write Call Logs and Contacts is required to backup; access; and restore your call history and contacts.,app uses read contact permission to read your contacts or contact,3,3,4,this app will save your contacts to device storage,3,4,4,the app read contacts to read your contacts,3,3,4
CONTACT,This application uses the data of your contacts on your phone; keep all your data if you change your device!,this app uses read contact permission,4,5,3,app uses read contact permission to read your contacts or contact,3,2,4,this app uses read contact permission,4,5,3
CONTACT,Settings for enabling or disabling telling names of contacts or unknown numbers both for call and message,app use contact permission to read your contacts,3,5,5,this app uses read contact permission,3,5,4,app use contact permission to read your contacts,3,5,5
CONTACT,It allows you to manage Contacts. Wide selection of fields and unlimited number of contact groups that can be organized hierarchically.,the app read contacts and read contacts,2,3,1,app use contact permission to read your contacts,2,4,2,the app read contacts and read contacts,2,3,1
CONTACT,Set as a default ringtone; contact tone; SMS notification or alarm clock sound,access contact from your phone contacts,2,3,4,set a ringtone for desired contact,4,5,4,set ringtones to your contacts,5,4,3
CONTACT,This App uses permissions of usage access; read contacts for secure the call and read phone state for call.,this application uses read contact permission,3,4,3,access contact from your phone contacts,3,3,3,this application uses read contact permission,3,4,3
CONTACT,You can send SMS; Email with preselected contact person/persons or share as text with other applications installed on device.,the app use read contact permission to read your contacts,2,4,3,the app send sms to your contacts in the phone,3,4,3,the app read contacts to read your contacts,2,3,2
CONTACT,we upload your contacts to your own password protected cloud account The Epic Contact App allows you to instantly update any single contact; or all of them as a group; with any changes to your contact data you choose to make,you can save your contacts to save contact in your device,3,2,3,the app use read contact permission to read your contacts,3,4,3,you can save your contacts to save contact in your device,3,2,3
CONTACT,E2PDF allows backup of sms; contact; select any contact and get PDF backup of Call Log and detailed SMS conversation/ SMS chat of your loved ones.,this app can save your contacts,2,5,1,app will read sms and read your contacts,3,5,1,the app can read contacts to read contacts,2,3,1
CONTACT,Share business contacts and Import or Export business contacts,app read your contacts and and read contacts,3,2,5,this app can save your contacts or contact,3,3,5,app read your contacts and and read contacts,3,2,5
CONTACT,Mobile Tracker App uses permission to read the contact and make user's to pick individual contact to store in the application and display picked contact numbers when user get in to this app.,you can read contacts and set contact ringtone,2,3,3,app read your contacts,3,4,3,you can read contacts and set contact ringtone,2,3,3
CONTACT,assign the ring tones to your contacts,app can read contacts to read contact,2,5,5,set a ringtone for desired contact,5,5,5,app can read contacts to read contact,2,5,5
CONTACT,This App uses permissions of read contacts.,the app can use read contact to read read contacts,5,2,4,app can read contacts to read contact,5,3,5,the app can use read contact to read read contacts,5,2,4
CONTACT,"Press button ""View the contacts"" to view the list of contacts. You can view all details of a contact; search a contact name; delete some not necessary contacts",app save contact to contacts,3,3,3,you can read contact detalls of your contacts or contact,5,3,3,app save contact to contacts,3,3,3
CONTACT,You can decide if to synchronize contacts for each account; and delete synchronized ones from Telegram servers.,the app uses contact permission to read contacts and read contacts,3,3,4,save your contact to contacts,3,3,3,the app uses contact permission to read contacts and read contacts,3,3,4
CONTACT,Caller name speaker and announcer uses permission to read contacts for speaking the incoming caller name.,the app can read contact or contacts to read your contact,4,2,4,the app use read contact permission use microphone permission,3,2,4,the app can read contact or contacts to read your contact,4,2,4
CONTACT,Create QR from contacts or bookmarks for your friend to scan it on their device,save contacts to your phone storage,2,5,3,the app can read contact or contacts to read your contact,3,2,4,save contacts to your phone storage,2,5,3
CONTACT,Load; save; delete; backup or retore contacts from phone or SIM card.,you can set ringtones to desired contacts,2,5,3,save contacts to your phone storage,4,5,2,you can set ringtones to desired contacts,2,5,3
CONTACT,ASSIGN DIFFERENT RINGTONES TO SPECIFIC CONTACTS,you can read contacts and set contact ringtone,5,5,4,the app read your contacts to assign ringtone to your contacts,5,5,4,read your contacts to contacts,3,2,5
CONTACT,Set these sounds as SMS ringtones; alarm sounds; contact ringtones or notification sounds,this application can read your contacts,3,5,4,set your contacts ringtone and as notification alarm,4,5,4,this application can read your contacts,3,5,4
CONTACT,syncs with contacts and add your favorite contacts in app home screen to make the call within a couple of touches.,the app use read contact permission to read your contact and you can use save your contacts,2,4,5,access contact information to read contacts,4,5,3,the app can read contacts to read contacts,3,2,3
CONTACT,Back up your contacts and sync them across all your devices.,read contacts for the purpose of assigning ringtone to contact,2,5,5,the app use read contact permission to read your contact and you can use save your contacts,3,4,4,read contacts for the purpose of assigning ringtone to contact,2,5,5
CONTACT,Choose awesome sounds as dj beats for your short message for notification tone; or some long ringtones that you can set as contact ringtone.,the app read contacts and read contacts,2,3,1,download ringtone for your device,2,4,1,the app read contacts and read contacts,2,3,1
CONTACT,Create QR from contacts or bookmarks for your friends to scan on their device,the app can use read contact to read read contacts,3,2,4,the app can read contact or contacts to read your contact,3,2,4,the app can read contacts to read contacts,3,2,4
CONTACT,CONTACTS: The permission is required to sync your friend list and Google Account,this app read contact to read your contacts,3,3,3,the app read your contacts and sync with your contacts,3,4,4,this app read contact to read your contacts,3,3,3
CONTACT,CONTACTS: Used for GAMEVIL LIVE login,read contacts for the purpose of assigning ringtone to contact,2,5,3,this app uses read contact permission to read contacts,3,2,4,read your contacts to contacts,3,2,5
CONTACT,Assign a different tone for each contact,the app can can read your contacts,3,2,5,set a ringtone for desired contact,5,5,5,the app can can read your contacts,3,5,5
CONTACT,Challenge friends from your contacts to some truck pulling ,this app read your contacts and read contacts,3,3,4,this app read your contacts,3,3,4,this app read your contacts and read contacts,3,3,4
CONTACT,Flexible integration with your phone book contacts,the app you can read contacts in your phone,3,4,4,this app use read contact to read your contacts,3,4,4,the app you can read contacts in your phone,3,4,4
CONTACT,CONTACTS: The permission is required to sync your friend list and Google Account,this application use read contact,2,4,2,this app uses read contact permission,3,5,2,this application use read contact,2,4,2
